Input,Match type,Approved symbol,Approved name,HGNC ID,Location
TMEM62,Approved symbol,TMEM62,transmembrane protein 62,HGNC:26269,15q15.2
TMEM63A,Approved symbol,TMEM63A,transmembrane protein 63A,HGNC:29118,1q42.12
TMEM63B,Approved symbol,TMEM63B,transmembrane protein 63B,HGNC:17735,6p21.1
TMEM63C,Approved symbol,TMEM63C,transmembrane protein 63C,HGNC:23787,14q24.3
TMEM64,Approved symbol,TMEM64,transmembrane protein 64,HGNC:25441,8q21.3
TMEM65,Approved symbol,TMEM65,transmembrane protein 65,HGNC:25203,8q24.13
TMEM66,Previous symbol,SARAF,store-operated calcium entry associated regulatory factor,HGNC:28789,8p12
TMEM67,Approved symbol,TMEM67,transmembrane protein 67,HGNC:28396,8q22.1
TMEM68,Approved symbol,TMEM68,transmembrane protein 68,HGNC:26510,8q12.1
TMEM69,Approved symbol,TMEM69,transmembrane protein 69,HGNC:28035,1p34.1
TMEM70,Approved symbol,TMEM70,transmembrane protein 70,HGNC:26050,8q21.11
TMEM71,Approved symbol,TMEM71,transmembrane protein 71,HGNC:26572,8q24.22
TMEM72,Approved symbol,TMEM72,transmembrane protein 72,HGNC:31658,10q11.21
TMEM74,Approved symbol,TMEM74,transmembrane protein 74,HGNC:26409,8q23.1
TMEM79,Approved symbol,TMEM79,transmembrane protein 79,HGNC:28196,1q22
TMEM80,Approved symbol,TMEM80,transmembrane protein 80,HGNC:27453,11p15.5
TMEM81,Approved symbol,TMEM81,transmembrane protein 81,HGNC:32349,1q32.1
TMEM82,Approved symbol,TMEM82,transmembrane protein 82,HGNC:32350,1p36.21
TMEM84,Previous symbol,EWSAT1,Ewing sarcoma associated transcript 1,HGNC:26596,15q23
TMEM85,Previous symbol,EMC4,ER membrane protein complex subunit 4,HGNC:28032,15q14
TMEM86A,Approved symbol,TMEM86A,transmembrane protein 86A,HGNC:26890,11p15.1
TMEM86B,Approved symbol,TMEM86B,transmembrane protein 86B,HGNC:28448,19q13.42
TMEM87A,Approved symbol,TMEM87A,transmembrane protein 87A,HGNC:24522,15q15.1
TMEM87B,Approved symbol,TMEM87B,transmembrane protein 87B,HGNC:25913,2q13
TMEM88B,Approved symbol,TMEM88B,transmembrane protein 88B,HGNC:37099,1p36.33
TMEM88,Approved symbol,TMEM88,transmembrane protein 88,HGNC:32371,17p13.1
TMEM89,Approved symbol,TMEM89,transmembrane protein 89,HGNC:32372,3p21.31
TMEM8A,Approved symbol,TMEM8A,transmembrane protein 8A,HGNC:17205,16p13.3
TMEM8B,Approved symbol,TMEM8B,transmembrane protein 8B,HGNC:21427,9p13.3
TMEM8C,Previous symbol,MYMK,"myomaker, myoblast fusion factor",HGNC:33778,9q34.2
TMEM90A,Previous symbol,SYNDIG1L,synapse differentiation inducing 1 like,HGNC:32388,14q24.3
TMEM90B,Previous symbol,SYNDIG1,synapse differentiation inducing 1,HGNC:15885,20p11.21
TMEM91,Approved symbol,TMEM91,transmembrane protein 91,HGNC:32393,19q13.2
TMEM92,Approved symbol,TMEM92,transmembrane protein 92,HGNC:26579,17q21.33
TMEM93,Previous symbol,EMC6,ER membrane protein complex subunit 6,HGNC:28430,17p13.2
TMEM95,Approved symbol,TMEM95,transmembrane protein 95,HGNC:27898,17p13.1
TMEM97,Approved symbol,TMEM97,transmembrane protein 97,HGNC:28106,17q11.2
TMEM98,Approved symbol,TMEM98,transmembrane protein 98,HGNC:24529,17q11.2
TMEM99,Approved symbol,TMEM99,transmembrane protein 99,HGNC:28305,17q21.2
TMEM9B,Approved symbol,TMEM9B,TMEM9 domain family member B,HGNC:1168,11p15.4
TMEM9,Approved symbol,TMEM9,transmembrane protein 9,HGNC:18823,1q32.1
TMF1,Approved symbol,TMF1,TATA element modulatory factor 1,HGNC:11870,3p14.1
TMIE,Approved symbol,TMIE,transmembrane inner ear,HGNC:30800,3p21.31
TMIGD1,Approved symbol,TMIGD1,transmembrane and immunoglobulin domain containing 1,HGNC:32431,17q11.2
TMIGD2,Approved symbol,TMIGD2,transmembrane and immunoglobulin domain containing 2,HGNC:28324,19p13.3
TMLHE,Approved symbol,TMLHE,"trimethyllysine hydroxylase, epsilon",HGNC:18308,Xq28
TMOD1,Approved symbol,TMOD1,tropomodulin 1,HGNC:11871,9q22.33
TMOD2,Approved symbol,TMOD2,tropomodulin 2,HGNC:11872,15q21.2
TMOD3,Approved symbol,TMOD3,tropomodulin 3,HGNC:11873,15q21.2
TMOD4,Approved symbol,TMOD4,tropomodulin 4,HGNC:11874,1q21.3
TMPO,Approved symbol,TMPO,thymopoietin,HGNC:11875,12q23.1
TMPPE,Approved symbol,TMPPE,transmembrane protein with metallophosphoesterase domain,HGNC:33865,3p22.3
TMPRSS11A,Approved symbol,TMPRSS11A,transmembrane serine protease 11A,HGNC:27954,4q13.2
TMPRSS11BNL,Approved symbol,TMPRSS11BNL,"TMPRSS11B N-terminal like, pseudogene",HGNC:37262,4q13.2
TMPRSS11B,Approved symbol,TMPRSS11B,transmembrane serine protease 11B,HGNC:25398,4q13.2
TMPRSS11D,Approved symbol,TMPRSS11D,transmembrane serine protease 11D,HGNC:24059,4q13.2
TMPRSS11F,Approved symbol,TMPRSS11F,transmembrane serine protease 11F,HGNC:29994,4q13.2
TMPRSS12,Approved symbol,TMPRSS12,transmembrane serine protease 12,HGNC:28779,12q13.12
TMPRSS13,Approved symbol,TMPRSS13,transmembrane serine protease 13,HGNC:29808,11q23.3
TMPRSS15,Approved symbol,TMPRSS15,transmembrane serine protease 15,HGNC:9490,21q21.1
TMPRSS2,Approved symbol,TMPRSS2,transmembrane serine protease 2,HGNC:11876,21q22.3
TMPRSS3,Approved symbol,TMPRSS3,transmembrane serine protease 3,HGNC:11877,21q22.3
TMPRSS3,Synonyms,TMPRSS4,transmembrane serine protease 4,HGNC:11878,11q23.3
TMPRSS4,Approved symbol,TMPRSS4,transmembrane serine protease 4,HGNC:11878,11q23.3
TMPRSS5,Approved symbol,TMPRSS5,transmembrane serine protease 5,HGNC:14908,11q23.2
TMPRSS6,Approved symbol,TMPRSS6,transmembrane serine protease 6,HGNC:16517,22q12.3
TMPRSS7,Approved symbol,TMPRSS7,transmembrane serine protease 7,HGNC:30846,3q13.2
TMPRSS9,Approved symbol,TMPRSS9,transmembrane serine protease 9,HGNC:30079,19p13.3
TMSB10,Approved symbol,TMSB10,thymosin beta 10,HGNC:11879,2p11.2
TMSB15A,Approved symbol,TMSB15A,thymosin beta 15a,HGNC:30744,Xq22.1
TMSB15B,Approved symbol,TMSB15B,thymosin beta 15B,HGNC:28612,Xq22.2
TMSB4Y,Approved symbol,TMSB4Y,thymosin beta 4 Y-linked,HGNC:11882,Yq11.221
TMSL3,Previous symbol,TMSB4XP8,TMSB4X pseudogene 8,HGNC:11885,4q22.1
TMTC1,Approved symbol,TMTC1,transmembrane and tetratricopeptide repeat containing 1,HGNC:24099,12p11.22
TMTC2,Approved symbol,TMTC2,transmembrane and tetratricopeptide repeat containing 2,HGNC:25440,12q21.31
TMTC3,Approved symbol,TMTC3,transmembrane and tetratricopeptide repeat containing 3,HGNC:26899,12q21.32
TMTC4,Approved symbol,TMTC4,transmembrane and tetratricopeptide repeat containing 4,HGNC:25904,13q32.3
TMUB1,Approved symbol,TMUB1,transmembrane and ubiquitin like domain containing 1,HGNC:21709,7q36.1
TMUB2,Approved symbol,TMUB2,transmembrane and ubiquitin like domain containing 2,HGNC:28459,17q21
TMX1,Approved symbol,TMX1,thioredoxin related transmembrane protein 1,HGNC:15487,14q22.1
TMX2,Approved symbol,TMX2,thioredoxin related transmembrane protein 2,HGNC:30739,11q12.1
TMX3,Approved symbol,TMX3,thioredoxin related transmembrane protein 3,HGNC:24718,18q22
TMX4,Approved symbol,TMX4,thioredoxin related transmembrane protein 4,HGNC:25237,20p12.3
TNC,Approved symbol,TNC,tenascin C,HGNC:5318,9q33.1
TNFAIP1,Approved symbol,TNFAIP1,TNF alpha induced protein 1,HGNC:11894,17q11.2
TNFAIP2,Approved symbol,TNFAIP2,TNF alpha induced protein 2,HGNC:11895,14q32
TNFAIP3,Approved symbol,TNFAIP3,TNF alpha induced protein 3,HGNC:11896,6q23.3
TNFAIP6,Approved symbol,TNFAIP6,TNF alpha induced protein 6,HGNC:11898,2q23.3
TNFAIP8L1,Approved symbol,TNFAIP8L1,TNF alpha induced protein 8 like 1,HGNC:28279,19p13.3
TNFAIP8L2,Approved symbol,TNFAIP8L2,TNF alpha induced protein 8 like 2,HGNC:26277,1q21.3
TNFAIP8L3,Approved symbol,TNFAIP8L3,TNF alpha induced protein 8 like 3,HGNC:20620,15q21.2
TNFAIP8,Approved symbol,TNFAIP8,TNF alpha induced protein 8,HGNC:17260,5q23.1
TNFRSF10A,Approved symbol,TNFRSF10A,TNF receptor superfamily member 10a,HGNC:11904,8p21.3
TNFRSF10B,Approved symbol,TNFRSF10B,TNF receptor superfamily member 10b,HGNC:11905,8p21.3
TNFRSF10C,Approved symbol,TNFRSF10C,TNF receptor superfamily member 10c,HGNC:11906,8p21.3
TNFRSF10D,Approved symbol,TNFRSF10D,TNF receptor superfamily member 10d,HGNC:11907,8p21.3
TNFRSF11A,Approved symbol,TNFRSF11A,TNF receptor superfamily member 11a,HGNC:11908,18q21.33
TNFRSF11B,Approved symbol,TNFRSF11B,TNF receptor superfamily member 11b,HGNC:11909,8q24.12
TNFRSF11B,Synonyms,BTF3P11,basic transcription factor 3 pseudogene 11,HGNC:1126,13q22.3
TNFRSF12A,Approved symbol,TNFRSF12A,TNF receptor superfamily member 12A,HGNC:18152,16p13.3
TNFRSF13B,Approved symbol,TNFRSF13B,TNF receptor superfamily member 13B,HGNC:18153,17p11.2
TNFRSF13C,Approved symbol,TNFRSF13C,TNF receptor superfamily member 13C,HGNC:17755,22q13.2
TNFRSF14,Approved symbol,TNFRSF14,TNF receptor superfamily member 14,HGNC:11912,1p36.32
TNFRSF17,Approved symbol,TNFRSF17,TNF receptor superfamily member 17,HGNC:11913,16p13.13
TNFRSF18,Approved symbol,TNFRSF18,TNF receptor superfamily member 18,HGNC:11914,1p36.33
TNFRSF19,Approved symbol,TNFRSF19,TNF receptor superfamily member 19,HGNC:11915,13q12.12
TNFRSF1A,Approved symbol,TNFRSF1A,TNF receptor superfamily member 1A,HGNC:11916,12p13.31
TNFRSF1B,Approved symbol,TNFRSF1B,TNF receptor superfamily member 1B,HGNC:11917,1p36.22
TNFRSF21,Approved symbol,TNFRSF21,TNF receptor superfamily member 21,HGNC:13469,6p12.3
TNFRSF25,Approved symbol,TNFRSF25,TNF receptor superfamily member 25,HGNC:11910,1p36.31
TNFRSF4,Approved symbol,TNFRSF4,TNF receptor superfamily member 4,HGNC:11918,1p36.33
TNFRSF6B,Approved symbol,TNFRSF6B,TNF receptor superfamily member 6b,HGNC:11921,20q13.33
TNFRSF8,Approved symbol,TNFRSF8,TNF receptor superfamily member 8,HGNC:11923,1p36.22
TNFRSF9,Approved symbol,TNFRSF9,TNF receptor superfamily member 9,HGNC:11924,1p36.23
TNFSF10,Approved symbol,TNFSF10,TNF superfamily member 10,HGNC:11925,3q26
TNFSF11,Approved symbol,TNFSF11,TNF superfamily member 11,HGNC:11926,13q14
TNFSF12-TNFSF13,Approved symbol,TNFSF12-TNFSF13,TNFSF12-TNFSF13 readthrough,HGNC:33537,17p13.1
TNFSF12,Approved symbol,TNFSF12,TNF superfamily member 12,HGNC:11927,17p13.1
TNFSF13B,Approved symbol,TNFSF13B,TNF superfamily member 13b,HGNC:11929,13q33.3
TNFSF13,Approved symbol,TNFSF13,TNF superfamily member 13,HGNC:11928,17p13.1
TNFSF14,Approved symbol,TNFSF14,TNF superfamily member 14,HGNC:11930,19p13.3
TNFSF15,Approved symbol,TNFSF15,TNF superfamily member 15,HGNC:11931,9q32
TNFSF18,Approved symbol,TNFSF18,TNF superfamily member 18,HGNC:11932,1q25.1
TNFSF4,Approved symbol,TNFSF4,TNF superfamily member 4,HGNC:11934,1q25.1
TNFSF8,Approved symbol,TNFSF8,TNF superfamily member 8,HGNC:11938,9q32-q33.1
TNFSF9,Approved symbol,TNFSF9,TNF superfamily member 9,HGNC:11939,19p13.3
TNF,Approved symbol,TNF,tumor necrosis factor,HGNC:11892,6p21.33
TNIK,Approved symbol,TNIK,TRAF2 and NCK interacting kinase,HGNC:30765,3q26.2-q26.31
TNIP1,Approved symbol,TNIP1,TNFAIP3 interacting protein 1,HGNC:16903,5q33.1
TNIP2,Approved symbol,TNIP2,TNFAIP3 interacting protein 2,HGNC:19118,4p16.3
TNIP3,Approved symbol,TNIP3,TNFAIP3 interacting protein 3,HGNC:19315,4q27
TNK1,Approved symbol,TNK1,tyrosine kinase non receptor 1,HGNC:11940,17p13.1
TNK2,Approved symbol,TNK2,tyrosine kinase non receptor 2,HGNC:19297,3q29
TNKS1BP1,Approved symbol,TNKS1BP1,tankyrase 1 binding protein 1,HGNC:19081,11q12.1
TNKS2,Approved symbol,TNKS2,tankyrase 2,HGNC:15677,10q23.32
TNKS,Approved symbol,TNKS,tankyrase,HGNC:11941,8p23.1
TNMD,Approved symbol,TNMD,tenomodulin,HGNC:17757,Xq22.1
TNNC1,Approved symbol,TNNC1,"troponin C1, slow skeletal and cardiac type",HGNC:11943,3p21.1
TNNC1,Synonyms,TNNI3,"troponin I3, cardiac type",HGNC:11947,19q13.4
TNNC2,Approved symbol,TNNC2,"troponin C2, fast skeletal type",HGNC:11944,20q13.12
TNNI1,Approved symbol,TNNI1,"troponin I1, slow skeletal type",HGNC:11945,1q32.1
TNNI2,Approved symbol,TNNI2,"troponin I2, fast skeletal type",HGNC:11946,11p15.5
TNNI3K,Approved symbol,TNNI3K,TNNI3 interacting kinase,HGNC:19661,1p31.1
TNNI3,Approved symbol,TNNI3,"troponin I3, cardiac type",HGNC:11947,19q13.4
TNNT1,Approved symbol,TNNT1,"troponin T1, slow skeletal type",HGNC:11948,19q13.4
TNNT2,Approved symbol,TNNT2,"troponin T2, cardiac type",HGNC:11949,1q32.1
TNNT3,Approved symbol,TNNT3,"troponin T3, fast skeletal type",HGNC:11950,11p15.5
TNN,Approved symbol,TNN,tenascin N,HGNC:22942,1q25.1
TNP1,Approved symbol,TNP1,transition protein 1,HGNC:11951,2q35
TNP2,Approved symbol,TNP2,transition protein 2,HGNC:11952,16p13.13
TNPO1,Approved symbol,TNPO1,transportin 1,HGNC:6401,5q13.2
TNPO2,Approved symbol,TNPO2,transportin 2,HGNC:19998,19p13.13
TNPO3,Approved symbol,TNPO3,transportin 3,HGNC:17103,7q32.1
TNRC18,Approved symbol,TNRC18,trinucleotide repeat containing 18,HGNC:11962,7p22.1
TNRC6A,Approved symbol,TNRC6A,trinucleotide repeat containing 6A,HGNC:11969,16p12.1
TNRC6B,Approved symbol,TNRC6B,trinucleotide repeat containing 6B,HGNC:29190,22q13.1
TNRC6C,Approved symbol,TNRC6C,trinucleotide repeat containing 6C,HGNC:29318,17q25.3
TNR,Approved symbol,TNR,tenascin R,HGNC:11953,1q25.1
TNS1,Approved symbol,TNS1,tensin 1,HGNC:11973,2q35
TNS3,Approved symbol,TNS3,tensin 3,HGNC:21616,7p12.3
TNS4,Approved symbol,TNS4,tensin 4,HGNC:24352,17q21.2
TNXB,Approved symbol,TNXB,tenascin XB,HGNC:11976,6p21.33-p21.32
TOB1,Approved symbol,TOB1,"transducer of ERBB2, 1",HGNC:11979,17q21.33
TOB2,Approved symbol,TOB2,"transducer of ERBB2, 2",HGNC:11980,22q13.2
TOE1,Approved symbol,TOE1,"target of EGR1, exonuclease",HGNC:15954,1p34.1
TOLLIP,Approved symbol,TOLLIP,toll interacting protein,HGNC:16476,11p15.5
TOM1L1,Approved symbol,TOM1L1,target of myb1 like 1 membrane trafficking protein,HGNC:11983,17q23.2
TOM1L2,Approved symbol,TOM1L2,target of myb1 like 2 membrane trafficking protein,HGNC:11984,17p11.2
TOM1,Approved symbol,TOM1,target of myb1 membrane trafficking protein,HGNC:11982,22q12.3
TOMM20L,Approved symbol,TOMM20L,translocase of outer mitochondrial membrane 20 like,HGNC:33752,14q23.1
TOMM20,Approved symbol,TOMM20,translocase of outer mitochondrial membrane 20,HGNC:20947,1q42.3
TOMM22,Approved symbol,TOMM22,translocase of outer mitochondrial membrane 22,HGNC:18002,22q13.1
TOMM34,Approved symbol,TOMM34,translocase of outer mitochondrial membrane 34,HGNC:15746,20q13.12
TOMM40L,Approved symbol,TOMM40L,translocase of outer mitochondrial membrane 40 like,HGNC:25756,1q23.3
TOMM40,Approved symbol,TOMM40,translocase of outer mitochondrial membrane 40,HGNC:18001,19q13
TOMM5,Approved symbol,TOMM5,translocase of outer mitochondrial membrane 5,HGNC:31369,9p13.2
TOMM6,Approved symbol,TOMM6,translocase of outer mitochondrial membrane 6,HGNC:34528,6p21.1
TOMM70A,Previous symbol,TOMM70,translocase of outer mitochondrial membrane 70,HGNC:11985,3q12.2
TOMM7,Approved symbol,TOMM7,translocase of outer mitochondrial membrane 7,HGNC:21648,7p15.3
TOP1MT,Approved symbol,TOP1MT,DNA topoisomerase I mitochondrial,HGNC:29787,8q24.3
TOP1P1,Approved symbol,TOP1P1,DNA topoisomerase I pseudogene 1,HGNC:11987,1q24.3
TOP1P2,Approved symbol,TOP1P2,DNA topoisomerase I pseudogene 2,HGNC:11988,22q11.23
TOP1,Approved symbol,TOP1,DNA topoisomerase I,HGNC:11986,20q12
TOP2A,Approved symbol,TOP2A,DNA topoisomerase II alpha,HGNC:11989,17q21.2
TOP2B,Approved symbol,TOP2B,DNA topoisomerase II beta,HGNC:11990,3p24.2
TOP3A,Approved symbol,TOP3A,DNA topoisomerase III alpha,HGNC:11992,17p11.2
TOP3B,Approved symbol,TOP3B,DNA topoisomerase III beta,HGNC:11993,22q11.22
TOPBP1,Approved symbol,TOPBP1,DNA topoisomerase II binding protein 1,HGNC:17008,3q22.1
TOPORS,Approved symbol,TOPORS,TOP1 binding arginine/serine rich protein,HGNC:21653,9p21.1
TOR1AIP1,Approved symbol,TOR1AIP1,torsin 1A interacting protein 1,HGNC:29456,1q25.2
TOR1AIP2,Approved symbol,TOR1AIP2,torsin 1A interacting protein 2,HGNC:24055,1q25.2
TOR1A,Approved symbol,TOR1A,torsin family 1 member A,HGNC:3098,9q34.11
TOR1B,Approved symbol,TOR1B,torsin family 1 member B,HGNC:11995,9q34.11
TOR2A,Approved symbol,TOR2A,torsin family 2 member A,HGNC:11996,9q34.11
TOR3A,Approved symbol,TOR3A,torsin family 3 member A,HGNC:11997,1q25.2
TOX2,Approved symbol,TOX2,TOX high mobility group box family member 2,HGNC:16095,20q13.12
TOX3,Approved symbol,TOX3,TOX high mobility group box family member 3,HGNC:11972,16q12.1
TOX4,Approved symbol,TOX4,TOX high mobility group box family member 4,HGNC:20161,14q11.2
TOX,Approved symbol,TOX,thymocyte selection associated high mobility group box,HGNC:18988,8q12.1
TP53AIP1,Approved symbol,TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,HGNC:29984,11q24.3
TP53BP1,Approved symbol,TP53BP1,tumor protein p53 binding protein 1,HGNC:11999,15q15.3
TP53BP2,Approved symbol,TP53BP2,tumor protein p53 binding protein 2,HGNC:12000,1q41
TP53I11,Approved symbol,TP53I11,tumor protein p53 inducible protein 11,HGNC:16842,11p11.2
TP53I13,Approved symbol,TP53I13,tumor protein p53 inducible protein 13,HGNC:25102,17q11.2
TP53I3,Approved symbol,TP53I3,tumor protein p53 inducible protein 3,HGNC:19373,2p23.3
TP53INP1,Approved symbol,TP53INP1,tumor protein p53 inducible nuclear protein 1,HGNC:18022,8q22.1
TP53INP2,Approved symbol,TP53INP2,tumor protein p53 inducible nuclear protein 2,HGNC:16104,20q11.22
TP53RK,Approved symbol,TP53RK,TP53 regulating kinase,HGNC:16197,20q13.12
TP53TG1,Approved symbol,TP53TG1,TP53 target 1,HGNC:17026,7q21.12
TP53TG3B,Approved symbol,TP53TG3B,TP53 target 3B,HGNC:37202,16p11.2
TP53TG5,Approved symbol,TP53TG5,TP53 target 5,HGNC:15856,20q13.12
TP53,Approved symbol,TP53,tumor protein p53,HGNC:11998,17p13.1
TP63,Approved symbol,TP63,tumor protein p63,HGNC:15979,3q28
TP73,Approved symbol,TP73,tumor protein p73,HGNC:12003,1p36.32
TPBG,Approved symbol,TPBG,trophoblast glycoprotein,HGNC:12004,6q14.1
TPCN1,Approved symbol,TPCN1,two pore segment channel 1,HGNC:18182,12q24.13
TPCN2,Approved symbol,TPCN2,two pore segment channel 2,HGNC:20820,11q13.3
TPD52L1,Approved symbol,TPD52L1,TPD52 like 1,HGNC:12006,6q22-q23
TPD52L2,Approved symbol,TPD52L2,TPD52 like 2,HGNC:12007,20q13.33
TPD52L3,Approved symbol,TPD52L3,TPD52 like 3,HGNC:23382,9p24.1
TPD52,Approved symbol,TPD52,tumor protein D52,HGNC:12005,8q21.13
TPH1,Approved symbol,TPH1,tryptophan hydroxylase 1,HGNC:12008,11p15.1
TPH2,Approved symbol,TPH2,tryptophan hydroxylase 2,HGNC:20692,12q21.1
TPH2,Synonyms,TDO2,"tryptophan 2,3-dioxygenase",HGNC:11708,4q32.1
TPI1P2,Approved symbol,TPI1P2,triosephosphate isomerase 1 pseudogene 2,HGNC:38069,7q32.1
TPI1P3,Approved symbol,TPI1P3,triosephosphate isomerase 1 pseudogene 3,HGNC:38070,6q22.1
TPI1,Approved symbol,TPI1,triosephosphate isomerase 1,HGNC:12009,12p13.31
TPK1,Approved symbol,TPK1,thiamin pyrophosphokinase 1,HGNC:17358,7q35
TPM1,Approved symbol,TPM1,tropomyosin 1,HGNC:12010,15q22.2
TPM2,Approved symbol,TPM2,tropomyosin 2,HGNC:12011,9p13.3
TPM3,Approved symbol,TPM3,tropomyosin 3,HGNC:12012,1q21.3
TPM4,Approved symbol,TPM4,tropomyosin 4,HGNC:12013,19p13.12-p13.11
TPMT,Approved symbol,TPMT,thiopurine S-methyltransferase,HGNC:12014,6p22.3
TPO,Approved symbol,TPO,thyroid peroxidase,HGNC:12015,2p25.3
TPO,Synonyms,THPO,thrombopoietin,HGNC:11795,3q27.1
TPP1,Approved symbol,TPP1,tripeptidyl peptidase 1,HGNC:2073,11p15.4
TPP1,Synonyms,ACD,"ACD, shelterin complex subunit and telomerase recruitment factor",HGNC:25070,16q22.1
TPP2,Approved symbol,TPP2,tripeptidyl peptidase 2,HGNC:12016,13q33.1
TPPP2,Approved symbol,TPPP2,tubulin polymerization promoting protein family member 2,HGNC:19293,14q11.2
TPPP3,Approved symbol,TPPP3,tubulin polymerization promoting protein family member 3,HGNC:24162,16q22.1
TPPP,Approved symbol,TPPP,tubulin polymerization promoting protein,HGNC:24164,5p15.33
TPRA1,Approved symbol,TPRA1,transmembrane protein adipocyte associated 1,HGNC:30413,3q21.3
TPRG1L,Approved symbol,TPRG1L,tumor protein p63 regulated 1 like,HGNC:27007,1p36.32
TPRG1,Approved symbol,TPRG1,tumor protein p63 regulated 1,HGNC:24759,3q28
TPRKB,Approved symbol,TPRKB,TP53RK binding protein,HGNC:24259,2p13.1
TPRN,Approved symbol,TPRN,taperin,HGNC:26894,9q34.3
TPRX1,Approved symbol,TPRX1,tetrapeptide repeat homeobox 1,HGNC:32174,19q13.33
TPRXL,Approved symbol,TPRXL,tetrapeptide repeat homeobox like,HGNC:32178,3p25.1
TPR,Approved symbol,TPR,"translocated promoter region, nuclear basket protein",HGNC:12017,1q31.1
TPSAB1,Approved symbol,TPSAB1,tryptase alpha/beta 1,HGNC:12019,16p13.3
TPSB2,Approved symbol,TPSB2,tryptase beta 2 (gene/pseudogene),HGNC:14120,16p13.3
TPSD1,Approved symbol,TPSD1,tryptase delta 1,HGNC:14118,16p13.3
TPSG1,Approved symbol,TPSG1,tryptase gamma 1,HGNC:14134,16p13.3
TPST1,Approved symbol,TPST1,tyrosylprotein sulfotransferase 1,HGNC:12020,7q11.21
TPST2,Approved symbol,TPST2,tyrosylprotein sulfotransferase 2,HGNC:12021,22q12.1
TPT1,Approved symbol,TPT1,"tumor protein, translationally-controlled 1",HGNC:12022,13q14.13
TPTE2P1,Approved symbol,TPTE2P1,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1,HGNC:35196,13q12.13
TPTE2P3,Approved symbol,TPTE2P3,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3,HGNC:27345,13q14.3
TPTE2,Approved symbol,TPTE2,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2,HGNC:17299,13q12.11
TPTE,Approved symbol,TPTE,transmembrane phosphatase with tensin homology,HGNC:12023,21p11.2
